Correct !!! 1     th article is classified as Business   ,actually is  Business  
Correct !!! 738   th article is classified as World      ,actually is  World     
Correct !!! 739   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 740   th article is classified as Sports     ,actually is  Sports    
Correct !!! 741   th article is classified as Sports     ,actually is  Sports    
Correct !!! 742   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 743   th article is classified as World      ,actually is  World     
Correct !!! 744   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 745   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 746   th article is classified as Business   ,actually is  Business  
Correct !!! 747   th article is classified as Business   ,actually is  Business  
Wrong   !!! 748   th article is classified as Sports     ,actually is  World     
Correct !!! 749   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 750   th article is classified as Sports     ,actually is  Sports    
Correct !!! 751   th article is classified as World      ,actually is  World     
Wrong   !!! 752   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 753   th article is classified as Sports     ,actually is  Sports    
Correct !!! 754   th article is classified as Sports     ,actually is  Sports    
Correct !!! 755   th article is classified as World      ,actually is  World     
Correct !!! 756   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 757   th article is classified as Sci/Tech   ,actually is  World     
Wrong   !!! 758   th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 759   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 760   th article is classified as Sports     ,actually is  Sports    
Correct !!! 761   th article is classified as Business   ,actually is  Business  
Correct !!! 762   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 763   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 764   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 765   th article is classified as World      ,actually is  World     
Correct !!! 766   th article is classified as Sports     ,actually is  Sports    
Correct !!! 767   th article is classified as Sports     ,actually is  Sports    
Correct !!! 768   th article is classified as Sports     ,actually is  Sports    
Correct !!! 769   th article is classified as World      ,actually is  World     
Wrong   !!! 770   th article is classified as World      ,actually is  Sports    
Correct !!! 771   th article is classified as Business   ,actually is  Business  
Correct !!! 772   th article is classified as Sports     ,actually is  Sports    
Correct !!! 773   th article is classified as World      ,actually is  World     
Correct !!! 774   th article is classified as Sports     ,actually is  Sports    
Correct !!! 775   th article is classified as Sports     ,actually is  Sports    
Correct !!! 776   th article is classified as World      ,actually is  World     
Correct !!! 777   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 778   th article is classified as Sports     ,actually is  Sports    
Correct !!! 779   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 780   th article is classified as Sports     ,actually is  Sports    
Correct !!! 781   th article is classified as World      ,actually is  World     
Correct !!! 782   th article is classified as World      ,actually is  World     
Correct !!! 783   th article is classified as Sports     ,actually is  Sports    
Correct !!! 784   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 785   th article is classified as Sports     ,actually is  Sports    
Correct !!! 786   th article is classified as World      ,actually is  World     
Correct !!! 787   th article is classified as World      ,actually is  World     
Correct !!! 788   th article is classified as Sports     ,actually is  Sports    
Correct !!! 789   th article is classified as Business   ,actually is  Business  
Wrong   !!! 790   th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 791   th article is classified as World      ,actually is  World     
Correct !!! 792   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 793   th article is classified as World      ,actually is  World     
Correct !!! 794   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 795   th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 796   th article is classified as World      ,actually is  World     
Wrong   !!! 797   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 798   th article is classified as World      ,actually is  World     
Correct !!! 799   th article is classified as Sports     ,actually is  Sports    
Correct !!! 800   th article is classified as World      ,actually is  World     
Correct !!! 801   th article is classified as Sports     ,actually is  Sports    
Correct !!! 802   th article is classified as Sports     ,actually is  Sports    
Correct !!! 803   th article is classified as World      ,actually is  World     
Correct !!! 804   th article is classified as World      ,actually is  World     
Correct !!! 805   th article is classified as Business   ,actually is  Business  
Correct !!! 806   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 807   th article is classified as Business   ,actually is  Business  
Correct !!! 808   th article is classified as Sports     ,actually is  Sports    
Correct !!! 809   th article is classified as World      ,actually is  World     
Correct !!! 810   th article is classified as Sports     ,actually is  Sports    
Correct !!! 811   th article is classified as World      ,actually is  World     
Wrong   !!! 812   th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 813   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 814   th article is classified as World      ,actually is  World     
Correct !!! 815   th article is classified as Sports     ,actually is  Sports    
Correct !!! 816   th article is classified as World      ,actually is  World     
Wrong   !!! 817   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 818   th article is classified as Sports     ,actually is  Sports    
Correct !!! 819   th article is classified as World      ,actually is  World     
Wrong   !!! 820   th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 821   th article is classified as World      ,actually is  World     
Correct !!! 822   th article is classified as Sports     ,actually is  Sports    
Correct !!! 823   th article is classified as Sports     ,actually is  Sports    
Correct !!! 824   th article is classified as Sports     ,actually is  Sports    
Correct !!! 825   th article is classified as Business   ,actually is  Business  
Correct !!! 826   th article is classified as Sports     ,actually is  Sports    
Correct !!! 827   th article is classified as World      ,actually is  World     
Correct !!! 828   th article is classified as Sports     ,actually is  Sports    
Correct !!! 829   th article is classified as World      ,actually is  World     
Correct !!! 830   th article is classified as World      ,actually is  World     
Correct !!! 831   th article is classified as World      ,actually is  World     
Correct !!! 832   th article is classified as World      ,actually is  World     
Correct !!! 833   th article is classified as World      ,actually is  World     
Correct !!! 834   th article is classified as World      ,actually is  World     
Correct !!! 835   th article is classified as Sports     ,actually is  Sports    
Correct !!! 836   th article is classified as Business   ,actually is  Business  
Correct !!! 837   th article is classified as Business   ,actually is  Business  
Correct !!! 838   th article is classified as Sports     ,actually is  Sports    
Correct !!! 839   th article is classified as World      ,actually is  World     
Wrong   !!! 840   th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 841   th article is classified as Sports     ,actually is  Sports    
Correct !!! 842   th article is classified as World      ,actually is  World     
Correct !!! 843   th article is classified as Sports     ,actually is  Sports    
Correct !!! 844   th article is classified as Sports     ,actually is  Sports    
Correct !!! 845   th article is classified as World      ,actually is  World     
Correct !!! 846   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 847   th article is classified as World      ,actually is  World     
Correct !!! 848   th article is classified as World      ,actually is  World     
Correct !!! 849   th article is classified as World      ,actually is  World     
Correct !!! 850   th article is classified as Sports     ,actually is  Sports    
Correct !!! 851   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 852   th article is classified as Sports     ,actually is  Sports    
Correct !!! 853   th article is classified as World      ,actually is  World     
Correct !!! 854   th article is classified as Sports     ,actually is  Sports    
Correct !!! 855   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 856   th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 857   th article is classified as Sports     ,actually is  Sports    
Correct !!! 858   th article is classified as Sports     ,actually is  Sports    
Correct !!! 859   th article is classified as Sports     ,actually is  Sports    
Correct !!! 860   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 861   th article is classified as World      ,actually is  World     
Correct !!! 862   th article is classified as Business   ,actually is  Business  
Correct !!! 863   th article is classified as Sports     ,actually is  Sports    
Correct !!! 864   th article is classified as Sports     ,actually is  Sports    
Correct !!! 865   th article is classified as Business   ,actually is  Business  
Correct !!! 866   th article is classified as Business   ,actually is  Business  
Correct !!! 867   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 868   th article is classified as Business   ,actually is  Business  
Correct !!! 869   th article is classified as World      ,actually is  World     
Correct !!! 870   th article is classified as World      ,actually is  World     
Correct !!! 871   th article is classified as Sports     ,actually is  Sports    
Correct !!! 872   th article is classified as Sports     ,actually is  Sports    
Correct !!! 873   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 874   th article is classified as Business   ,actually is  Sports    
Correct !!! 875   th article is classified as Sports     ,actually is  Sports    
Correct !!! 876   th article is classified as Sports     ,actually is  Sports    
Correct !!! 877   th article is classified as Business   ,actually is  Business  
Wrong   !!! 878   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 879   th article is classified as Sports     ,actually is  Sports    
Correct !!! 880   th article is classified as World      ,actually is  World     
Correct !!! 881   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 882   th article is classified as World      ,actually is  Business  
Correct !!! 883   th article is classified as World      ,actually is  World     
Correct !!! 884   th article is classified as Business   ,actually is  Business  
Correct !!! 885   th article is classified as Sports     ,actually is  Sports    
Correct !!! 886   th article is classified as Sports     ,actually is  Sports    
Correct !!! 887   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 888   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 889   th article is classified as Sports     ,actually is  Sports    
Correct !!! 890   th article is classified as Business   ,actually is  Business  
Correct !!! 891   th article is classified as Business   ,actually is  Business  
Correct !!! 892   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 893   th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 894   th article is classified as World      ,actually is  World     
Correct !!! 895   th article is classified as World      ,actually is  World     
Correct !!! 896   th article is classified as Business   ,actually is  Business  
Correct !!! 897   th article is classified as World      ,actually is  World     
Correct !!! 898   th article is classified as World      ,actually is  World     
Correct !!! 899   th article is classified as World      ,actually is  World     
Correct !!! 900   th article is classified as Business   ,actually is  Business  
Correct !!! 901   th article is classified as Business   ,actually is  Business  
Correct !!! 902   th article is classified as Sports     ,actually is  Sports    
Correct !!! 903   th article is classified as Business   ,actually is  Business  
Correct !!! 904   th article is classified as World      ,actually is  World     
Correct !!! 905   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 906   th article is classified as Sports     ,actually is  Sports    
Correct !!! 907   th article is classified as Business   ,actually is  Business  
Correct !!! 908   th article is classified as Business   ,actually is  Business  
Correct !!! 909   th article is classified as World      ,actually is  World     
Correct !!! 910   th article is classified as Business   ,actually is  Business  
Correct !!! 911   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 912   th article is classified as Business   ,actually is  Business  
Wrong   !!! 913   th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 914   th article is classified as Sports     ,actually is  Sports    
Correct !!! 915   th article is classified as Business   ,actually is  Business  
Correct !!! 916   th article is classified as World      ,actually is  World     
Correct !!! 917   th article is classified as Business   ,actually is  Business  
Correct !!! 918   th article is classified as Sports     ,actually is  Sports    
Correct !!! 919   th article is classified as World      ,actually is  World     
Correct !!! 920   th article is classified as World      ,actually is  World     
Correct !!! 921   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 922   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 923   th article is classified as World      ,actually is  Business  
Correct !!! 924   th article is classified as Business   ,actually is  Business  
Correct !!! 925   th article is classified as World      ,actually is  World     
Wrong   !!! 926   th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 927   th article is classified as World      ,actually is  World     
Correct !!! 928   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 929   th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 930   th article is classified as Sports     ,actually is  Sports    
Correct !!! 931   th article is classified as World      ,actually is  World     
Correct !!! 932   th article is classified as Business   ,actually is  Business  
Correct !!! 933   th article is classified as Business   ,actually is  Business  
Correct !!! 934   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 935   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 936   th article is classified as World      ,actually is  Sports    
Correct !!! 937   th article is classified as Business   ,actually is  Business  
Correct !!! 938   th article is classified as World      ,actually is  World     
Correct !!! 939   th article is classified as World      ,actually is  World     
Correct !!! 940   th article is classified as Sports     ,actually is  Sports    
Correct !!! 941   th article is classified as Sports     ,actually is  Sports    
Correct !!! 942   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 943   th article is classified as Business   ,actually is  World     
Correct !!! 944   th article is classified as Sports     ,actually is  Sports    
Correct !!! 945   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 946   th article is classified as Sports     ,actually is  Sports    
Correct !!! 947   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 948   th article is classified as Sports     ,actually is  Sports    
Correct !!! 949   th article is classified as World      ,actually is  World     
Correct !!! 950   th article is classified as Sports     ,actually is  Sports    
Correct !!! 951   th article is classified as Business   ,actually is  Business  
Wrong   !!! 952   th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 953   th article is classified as Sports     ,actually is  Sports    
Correct !!! 954   th article is classified as Business   ,actually is  Business  
Correct !!! 955   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 956   th article is classified as Business   ,actually is  Business  
Correct !!! 957   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 958   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 959   th article is classified as World      ,actually is  World     
Correct !!! 960   th article is classified as Sports     ,actually is  Sports    
Correct !!! 961   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 962   th article is classified as World      ,actually is  World     
Correct !!! 963   th article is classified as World      ,actually is  World     
Correct !!! 964   th article is classified as Business   ,actually is  Business  
Correct !!! 965   th article is classified as Business   ,actually is  Business  
Correct !!! 966   th article is classified as Business   ,actually is  Business  
Correct !!! 967   th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 968   th article is classified as Sports     ,actually is  World     
Correct !!! 969   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 970   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 971   th article is classified as Business   ,actually is  Business  
Correct !!! 972   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 973   th article is classified as World      ,actually is  World     
Correct !!! 974   th article is classified as World      ,actually is  World     
Correct !!! 975   th article is classified as Sports     ,actually is  Sports    
Correct !!! 976   th article is classified as Sports     ,actually is  Sports    
Correct !!! 977   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 978   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 979   th article is classified as World      ,actually is  World     
Correct !!! 980   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 981   th article is classified as Business   ,actually is  Business  
Correct !!! 982   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 983   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 984   th article is classified as Sports     ,actually is  Sports    
Correct !!! 985   th article is classified as Sports     ,actually is  Sports    
Correct !!! 986   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 987   th article is classified as World      ,actually is  World     
Correct !!! 988   th article is classified as World      ,actually is  World     
Correct !!! 989   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 990   th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 991   th article is classified as Sports     ,actually is  Sports    
Correct !!! 992   th article is classified as Business   ,actually is  Business  
Correct !!! 993   th article is classified as World      ,actually is  World     
Correct !!! 994   th article is classified as World      ,actually is  World     
Correct !!! 995   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 996   th article is classified as Sports     ,actually is  Sports    
Correct !!! 997   th article is classified as Sports     ,actually is  Sports    
Correct !!! 998   th article is classified as Sports     ,actually is  Sports    
Correct !!! 999   th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1000  th article is classified as World      ,actually is  World     
Correct !!! 1001  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1002  th article is classified as World      ,actually is  Business  
Correct !!! 1003  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1004  th article is classified as World      ,actually is  World     
Wrong   !!! 1005  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1006  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1007  th article is classified as Business   ,actually is  Business  
Correct !!! 1008  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1009  th article is classified as World      ,actually is  Sports    
Correct !!! 1010  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1011  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1012  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1013  th article is classified as Business   ,actually is  Business  
Correct !!! 1014  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1015  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1016  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1017  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1018  th article is classified as World      ,actually is  World     
Correct !!! 1019  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1020  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1021  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1022  th article is classified as World      ,actually is  World     
Wrong   !!! 1023  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1024  th article is classified as Business   ,actually is  Business  
Correct !!! 1025  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1026  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1027  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1028  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1029  th article is classified as World      ,actually is  World     
Correct !!! 1030  th article is classified as Business   ,actually is  Business  
Correct !!! 1031  th article is classified as Business   ,actually is  Business  
Correct !!! 1032  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1033  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1034  th article is classified as World      ,actually is  World     
Correct !!! 1035  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1036  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1037  th article is classified as Business   ,actually is  Business  
Correct !!! 1038  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1039  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1040  th article is classified as World      ,actually is  World     
Correct !!! 1041  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1042  th article is classified as World      ,actually is  World     
Correct !!! 1043  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1044  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1045  th article is classified as Business   ,actually is  Business  
Correct !!! 1046  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1047  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1048  th article is classified as World      ,actually is  World     
Correct !!! 1049  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1050  th article is classified as World      ,actually is  World     
Correct !!! 1051  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1052  th article is classified as Sci/Tech   ,actually is  Business  
Wrong   !!! 1053  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1054  th article is classified as World      ,actually is  World     
Correct !!! 1055  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1056  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1057  th article is classified as World      ,actually is  Sports    
Correct !!! 1058  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1059  th article is classified as World      ,actually is  World     
Correct !!! 1060  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1061  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1062  th article is classified as World      ,actually is  World     
Wrong   !!! 1063  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1064  th article is classified as Business   ,actually is  Business  
Correct !!! 1065  th article is classified as World      ,actually is  World     
Correct !!! 1066  th article is classified as World      ,actually is  World     
Correct !!! 1067  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1068  th article is classified as World      ,actually is  Sci/Tech  
Wrong   !!! 1069  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 1070  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1071  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1072  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1073  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1074  th article is classified as Business   ,actually is  Sci/Tech  
Wrong   !!! 1075  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1076  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1077  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1078  th article is classified as Business   ,actually is  Business  
Correct !!! 1079  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1080  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1081  th article is classified as Sports     ,actually is  World     
Correct !!! 1082  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1083  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1084  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1085  th article is classified as World      ,actually is  Business  
Correct !!! 1086  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1087  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1088  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1089  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1090  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1091  th article is classified as World      ,actually is  World     
Correct !!! 1092  th article is classified as World      ,actually is  World     
Correct !!! 1093  th article is classified as World      ,actually is  World     
Wrong   !!! 1094  th article is classified as World      ,actually is  Business  
Correct !!! 1095  th article is classified as Business   ,actually is  Business  
Correct !!! 1096  th article is classified as World      ,actually is  World     
Correct !!! 1097  th article is classified as World      ,actually is  World     
Correct !!! 1098  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1099  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 1100  th article is classified as Business   ,actually is  Business  
Correct !!! 1101  th article is classified as World      ,actually is  World     
Correct !!! 1102  th article is classified as Business   ,actually is  Business  
Correct !!! 1103  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1104  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1105  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 1106  th article is classified as World      ,actually is  World     
Correct !!! 1107  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1108  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1109  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 1110  th article is classified as World      ,actually is  World     
Wrong   !!! 1111  th article is classified as World      ,actually is  Business  
Correct !!! 1112  th article is classified as Business   ,actually is  Business  
Correct !!! 1113  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1114  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1115  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1116  th article is classified as Business   ,actually is  Business  
Correct !!! 1117  th article is classified as Business   ,actually is  Business  
Correct !!! 1118  th article is classified as World      ,actually is  World     
Correct !!! 1119  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1120  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1121  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1122  th article is classified as World      ,actually is  World     
Correct !!! 1123  th article is classified as Business   ,actually is  Business  
Correct !!! 1124  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1125  th article is classified as Sci/Tech   ,actually is  Business  
Wrong   !!! 1126  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1127  th article is classified as Business   ,actually is  Business  
Wrong   !!! 1128  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 1129  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1130  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1131  th article is classified as World      ,actually is  World     
Correct !!! 1132  th article is classified as Business   ,actually is  Business  
Correct !!! 1133  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1134  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1135  th article is classified as World      ,actually is  World     
Correct !!! 1136  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1137  th article is classified as World      ,actually is  World     
Correct !!! 1138  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1139  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1140  th article is classified as World      ,actually is  World     
Correct !!! 1141  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1142  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1143  th article is classified as World      ,actually is  World     
Correct !!! 1144  th article is classified as Business   ,actually is  Business  
Correct !!! 1145  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1146  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1147  th article is classified as World      ,actually is  World     
Correct !!! 1148  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1149  th article is classified as World      ,actually is  World     
Wrong   !!! 1150  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 1151  th article is classified as World      ,actually is  World     
Correct !!! 1152  th article is classified as Business   ,actually is  Business  
Correct !!! 1153  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1154  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1155  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1156  th article is classified as Business   ,actually is  Business  
Correct !!! 1157  th article is classified as World      ,actually is  World     
Correct !!! 1158  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1159  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1160  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1161  th article is classified as Business   ,actually is  Business  
Correct !!! 1162  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1163  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1164  th article is classified as Business   ,actually is  Business  
Correct !!! 1165  th article is classified as Business   ,actually is  Business  
Correct !!! 1166  th article is classified as Business   ,actually is  Business  
Correct !!! 1167  th article is classified as Business   ,actually is  Business  
Correct !!! 1168  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 1169  th article is classified as Business   ,actually is  World     
Correct !!! 1170  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1171  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1172  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1173  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1174  th article is classified as World      ,actually is  World     
Correct !!! 1175  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1176  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1177  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 1178  th article is classified as Sports     ,actually is  Business  
Correct !!! 1179  th article is classified as Business   ,actually is  Business  
Correct !!! 1180  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1181  th article is classified as World      ,actually is  World     
Correct !!! 1182  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1183  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1184  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 1185  th article is classified as Sports     ,actually is  Sports    
Correct !!! 1186  th article is classified as World      ,actually is  World     
